counter,county,state,address_cross,latitude,longitude,match_score,GEOID
8570,El Paso,TX,5900   ENTERPRISE CT D6 D,31.830636,-106.524183,9,481410011103
8571,El Paso,TX,5900   ENTERPRISE CT E16,31.830636,-106.524183,9,481410011103
8572,El Paso,TX,5900   ENTERPRISE CT F11,31.830636,-106.524183,9,481410011103
8573,El Paso,TX,5900   ENTERPRISE CT F15,31.830636,-106.524183,9,481410011103
8574,El Paso,TX,5901   BANDOLERO DR 29,31.85624799999999,-106.5189117,9,481410011092
8575,El Paso,TX,5901   TAMPA AVE B2,31.777384,-106.417741,9,481410032003
8576,El Paso,TX,5904   CIELO DE ORO PL B,31.91088199999999,-106.401995,9,481410001081
8577,El Paso,TX,5912   CLEVELAND AVE A,31.7783631,-106.4166861,9,481410032003
8578,El Paso,TX,5913   CIELO DEL REY PL B,31.9118221,-106.4008149,9,481410001081
8579,El Paso,TX,5916   CIELO DEL REY PL A,31.9115384,-106.4009989,9,481410001081
8580,El Paso,TX,5917   CIELO DE ORO PL A,31.910918,-106.401382,9,481410001081
8581,El Paso,TX,592   BARTLETT DR 404,31.8531126,-106.570538,9,481410012021
8582,El Paso,TX,5924   CLEVELAND AVE A,31.7782948,-106.4165481,9,481410032003
8583,El Paso,TX,5932   QUIAL TILL 1630,31.9015435,-106.4015686,9,481410002071
8584,El Paso,TX,5932 N MESA ST,31.8295871,-106.5276251,7,481410011131
8585,El Paso,TX,5940   TROWBRIDGE AVE C,31.778602,-106.414655,7,481410034021
8586,El Paso,TX,5951   GRIEMS CT D,31.7686731,-106.416157,9,481410036012
8587,El Paso,TX,5959   GATEWAY WEST BLVD   160,31.7819654,-106.415789,9,481410034021
8588,El Paso,TX,5959   GATEWAY WEST BLVD   365,31.7819654,-106.415789,9,481410034021
8589,El Paso,TX,5959   GATEWAY WEST BLVD   370,31.7819654,-106.415789,9,481410034021
8590,El Paso,TX,5959   GATEWAY WEST BLVD 640,31.7819654,-106.415789,9,481410034021
8591,El Paso,TX,596   GILES RD 103,31.740929,-106.35326,9,481410041052
8592,El Paso,TX,596   GILES RD 110 B,31.740929,-106.35326,9,481410041052
8593,El Paso,TX,596   GILES RD 133H,31.740929,-106.35326,9,481410041052
8594,El Paso,TX,596   GILES RD 136,31.740929,-106.35326,9,481410041052
8595,El Paso,TX,5990   BANDOLERO DR 2090,31.8547418,-106.5214928,7,481410011092
8596,El Paso,TX,600   BELVIDERE ST 14D,31.849655,-106.55585,9,481410011123
8597,El Paso,TX,600   BELVIDERE ST 15 A,31.849655,-106.55585,9,481410011123
8598,El Paso,TX,600   BELVIDERE ST 15A,31.849655,-106.55585,9,481410011123
8599,El Paso,TX,600   BELVIDERE ST 17 A,31.849655,-106.55585,9,481410011123
8600,El Paso,TX,600   BELVIDERE ST 17A,31.849655,-106.55585,9,481410011123
8601,El Paso,TX,600   BELVIDERE ST 1C,31.849655,-106.55585,9,481410011123
8602,El Paso,TX,600   BELVIDERE ST 20 A,31.849655,-106.55585,9,481410011123
8603,El Paso,TX,600   BELVIDERE ST 24A,31.849655,-106.55585,9,481410011123
8604,El Paso,TX,600   BELVIDERE ST 3,31.849655,-106.55585,9,481410011123
8605,El Paso,TX,600   BELVIDERE ST 3 A,31.849655,-106.55585,9,481410011123
8606,El Paso,TX,600   BELVIDERE ST 5B,31.849655,-106.55585,9,481410011123
8607,El Paso,TX,600   BELVIDERE ST 6 C,31.849655,-106.55585,9,481410011123
8608,El Paso,TX,600   BELVIDERE ST 6 D,31.849655,-106.55585,9,481410011123
8609,El Paso,TX,600   BELVIDERE ST C 13,31.849655,-106.55585,9,481410011123
8610,El Paso,TX,600   BELVIDERE ST C 19,31.849655,-106.55585,9,481410011123
8611,El Paso,TX,600   BELVIDERE ST C 6,31.849655,-106.55585,9,481410011123
8612,El Paso,TX,600   BELVIDERE ST D 14,31.849655,-106.55585,9,481410011123
8613,El Paso,TX,600   CHELSEA ST 104,31.7787596,-106.4249448,9,481410033002
8614,El Paso,TX,600   CHELSEA ST 109,31.7787596,-106.4249448,9,481410033002
8615,El Paso,TX,600   CHELSEA ST 117,31.7787596,-106.4249448,9,481410033002
8616,El Paso,TX,600   CHELSEA ST 123,31.7787596,-106.4249448,9,481410033002
8617,El Paso,TX,600   CHELSEA ST 208,31.7787596,-106.4249448,9,481410033002
8618,El Paso,TX,600   CHELSEA ST 214,31.7787596,-106.4249448,9,481410033002
8619,El Paso,TX,600   CHELSEA ST 309,31.7787596,-106.4249448,9,481410033002
8620,El Paso,TX,600   CHELSEA ST 312,31.7787596,-106.4249448,9,481410033002
8621,El Paso,TX,600   CHELSEA ST 40,31.7787596,-106.4249448,9,481410033002
8622,El Paso,TX,600   CHELSEA ST 418,31.7787596,-106.4249448,9,481410033002
8623,El Paso,TX,600   CHELSEA ST 46,31.7787596,-106.4249448,9,481410033002
8624,El Paso,TX,600   CHELSEA ST 59,31.7787596,-106.4249448,9,481410033002
8625,El Paso,TX,600   CHELSEA ST 613,31.7787596,-106.4249448,9,481410033002
8626,El Paso,TX,600   CHELSEA ST 67,31.7787596,-106.4249448,9,481410033002
8627,El Paso,TX,600   CHELSEA ST 706,31.7787596,-106.4249448,9,481410033002
8628,El Paso,TX,600   CHELSEA ST 717,31.7787596,-106.4249448,9,481410033002
8629,El Paso,TX,600   CHELSEA ST 72,31.7787596,-106.4249448,9,481410033002
8630,El Paso,TX,600   CHELSEA ST 78,31.7787596,-106.4249448,9,481410033002
8631,El Paso,TX,600   CHELSEA ST 79,31.7787596,-106.4249448,9,481410033002
8632,El Paso,TX,600   CHELSEA ST 803,31.7787596,-106.4249448,9,481410033002
8633,El Paso,TX,600   CHELSEA ST 83,31.7787596,-106.4249448,9,481410033002
8634,El Paso,TX,600   CHELSEA ST 85,31.7787596,-106.4249448,9,481410033002
8635,El Paso,TX,600   CHELSEA ST 89,31.7787596,-106.4249448,9,481410033002
8636,El Paso,TX,600   CHELSEA ST 92,31.7787596,-106.4249448,9,481410033002
8637,El Paso,TX,600   CHELSEA ST 97,31.7787596,-106.4249448,9,481410033002
8638,El Paso,TX,600   EXECUTIVE,31.7927094,-106.5202074,7,481410014001
8639,El Paso,TX,600   FRANK,31.923484,-106.0891975,6,481410103191
8640,El Paso,TX,600   SAN ANTONIO,31.7586795,-106.4831894,9,481410017001
8641,El Paso,TX,600   SANTA FE,31.7539074,-106.4885816,9,481410018001
8642,El Paso,TX,600   SUNLAND PARK DR 1,31.8205464,-106.5384584,9,481410011142
8643,El Paso,TX,600   SUNLAND PARK DR 100 1,31.81931489999999,-106.5370106,9,481410011142
8644,El Paso,TX,600   SUNLAND PARK DR 3 400,31.81931489999999,-106.5370106,9,481410011142
8645,El Paso,TX,600   SUNLAND PARK DR 300 2,31.81931489999999,-106.5370106,9,481410011142
8646,El Paso,TX,600   SUNLAND PARK DR 5 500,31.81931489999999,-106.5370106,9,481410011142
8647,El Paso,TX,600   SUNLAND PARK DR 500,31.81931489999999,-106.5370106,9,481410011142
8648,El Paso,TX,600 E NINTH AVE 1,31.7502307,-106.4811056,7,481410019003
8649,El Paso,TX,600 N CAROLINA DR 112,31.7423665,-106.3609735,9,481410042016
8650,El Paso,TX,600 N CAROLINA DR 113,31.7423665,-106.3609735,9,481410042016
8651,El Paso,TX,600 N CAROLINA DR 119,31.7423665,-106.3609735,9,481410042016
8652,El Paso,TX,600 N CAROLINA DR 146,31.7423665,-106.3609735,9,481410042016
8653,El Paso,TX,600 N CAROLINA DR 15,31.7423665,-106.3609735,9,481410042016
8654,El Paso,TX,600 N CAROLINA DR 154,31.7423665,-106.3609735,9,481410042016
8655,El Paso,TX,600 N CAROLINA DR 170,31.7423665,-106.3609735,9,481410042016
8656,El Paso,TX,600 N CAROLINA DR 182,31.7423665,-106.3609735,9,481410042016
8657,El Paso,TX,600 N CAROLINA DR 185,31.7423665,-106.3609735,9,481410042016
8658,El Paso,TX,600 N CAROLINA DR 203 A,31.7423665,-106.3609735,9,481410042016
8659,El Paso,TX,600 N CAROLINA DR 3,31.7423665,-106.3609735,9,481410042016
8660,El Paso,TX,600 N CAROLINA DR 34,31.7423665,-106.3609735,9,481410042016
8661,El Paso,TX,600 N CAROLINA DR 68,31.7423665,-106.3609735,9,481410042016
8662,El Paso,TX,600 N CAROLINA DR 701,31.7423665,-106.3609735,9,481410042016
8663,El Paso,TX,600 N CAROLINA DR 8,31.7423665,-106.3609735,9,481410042016
8664,El Paso,TX,600 N EL PASO ST 1420,31.7610715,-106.4913429,9,481410017002
8665,El Paso,TX,600 N EL PASO ST 316,31.7610715,-106.4913429,9,481410017002
8666,El Paso,TX,600 S FLORENCE ST 8,31.75478339999999,-106.4811494,9,481410019001
8667,El Paso,TX,600 S PIEDRAS ST 11,31.7681285,-106.461408,9,481410028005
8668,El Paso,TX,600 S PIEDRAS ST 3,31.7681285,-106.461408,9,481410028005
8669,El Paso,TX,600 S RAYNOR ST 5,31.7683516,-106.4597563,9,481410028005
8670,El Paso,TX,600 S SANTA FE ST   C,31.7539074,-106.4885816,9,481410018001
8671,El Paso,TX,600 S SANTA FE ST A,31.7539074,-106.4885816,9,481410018001
8672,El Paso,TX,600 S SANTA FE ST B,31.7539074,-106.4885816,9,481410018001
8673,El Paso,TX,600 S ST VRAIN ST B,31.7555103,-106.4780881,7,481410020003
8674,El Paso,TX,600 W SAN,31.7541776,-106.4876037,9,481410018001
8675,El Paso,TX,600-1/2 S EL PASO ST,31.7541776,-106.4876037,9,481410018001
8676,El Paso,TX,6000   DYER ST   14,31.8325223,-106.4449352,9,481410006002
8677,El Paso,TX,6000   GWW,0.0,0.0,0,
8678,El Paso,TX,6000   MESACX6M328,0.0,0.0,0,
8679,El Paso,TX,6001   DYER ST 10,31.832415,-106.445551,9,481410006003
8680,El Paso,TX,6001   DYER ST 14,31.832415,-106.445551,9,481410006003
8681,El Paso,TX,6001   DYER ST 22 B,31.832415,-106.445551,9,481410006003
8682,El Paso,TX,6001   DYER ST 22A,31.832415,-106.445551,9,481410006003
8683,El Paso,TX,6001   DYER ST 22B,31.832415,-106.445551,9,481410006003
8684,El Paso,TX,6001   DYER ST 2A,31.832415,-106.445551,9,481410006003
8685,El Paso,TX,6001   DYER ST 7,31.832415,-106.445551,9,481410006003
8686,El Paso,TX,6001   DYER ST A,31.832415,-106.445551,9,481410006003
8687,El Paso,TX,6002   DYER ST 12,31.8324878,-106.4448624,7,481410006002
8688,El Paso,TX,6006   BALCONES CT 11,31.848007,-106.5241675,9,481410011092
8689,El Paso,TX,6006   BALCONES CT 20,31.8495156,-106.5242924,9,481410011092
8690,El Paso,TX,6006   BALCONES CT 35,31.8488246,-106.5235596,9,481410011092
8691,El Paso,TX,6006 N MESA ST 305,31.8304343,-106.5288374,9,481410011131
8692,El Paso,TX,6006 N MESA ST 701,31.8304343,-106.5288374,9,481410011131
8693,El Paso,TX,6006 N MESA ST 905,31.8304343,-106.5288374,9,481410011131
8694,El Paso,TX,601   BARCELONA DR REAR,0.0,0.0,0,
8695,El Paso,TX,601   HUERTA ST 42,31.7588564,-106.4240606,9,481410031002
8696,El Paso,TX,601   LAFAYETTE DR 2,31.7324873,-106.3483386,9,481410041053
8697,El Paso,TX,601   LAFAYETTE DR 4,31.7324873,-106.3483386,9,481410041053
8698,El Paso,TX,601   SUNLAND PARK DR 1,31.8216077,-106.5397632,9,481410011042
8699,El Paso,TX,601   VERN BUTLER AVE,31.88432419999999,-106.6112401,9,481410102182
8700,El Paso,TX,601   WILLIAMS ST A,31.7725715,-106.4734856,7,481410022025
8701,El Paso,TX,601   ZARAGOZA,31.7035484,-106.3207415,9,481410041045
8702,El Paso,TX,601 N COPIA ST 3,31.7797968,-106.4510548,9,481410026003
8703,El Paso,TX,601 S MESA HILLS DR   13,31.8182202,-106.5340789,9,481410011142
8704,El Paso,TX,601 S MESA HILLS DR 1027 10,31.8182202,-106.5340789,9,481410011142
8705,El Paso,TX,601 S MESA HILLS DR 1111 11,31.8182202,-106.5340789,9,481410011142
8706,El Paso,TX,601 S MESA HILLS DR 1122,31.8182202,-106.5340789,9,481410011142
8707,El Paso,TX,601 S MESA HILLS DR 1123,31.8182202,-106.5340789,9,481410011142
8708,El Paso,TX,601 S MESA HILLS DR 1128 11,31.8182202,-106.5340789,9,481410011142
8709,El Paso,TX,601 S MESA HILLS DR 1213,31.8182202,-106.5340789,9,481410011142
8710,El Paso,TX,601 S MESA HILLS DR 1217 12,31.8182202,-106.5340789,9,481410011142
8711,El Paso,TX,601 S MESA HILLS DR 1227,31.8182202,-106.5340789,9,481410011142
8712,El Paso,TX,601 S MESA HILLS DR 1315,31.8182202,-106.5340789,9,481410011142
8713,El Paso,TX,601 S MESA HILLS DR 1316,31.8182202,-106.5340789,9,481410011142
8714,El Paso,TX,601 S MESA HILLS DR 1421 14,31.8182202,-106.5340789,9,481410011142
8715,El Paso,TX,601 S MESA HILLS DR 1426 14,31.8182202,-106.5340789,9,481410011142
8716,El Paso,TX,601 S MESA HILLS DR 15,31.8182202,-106.5340789,9,481410011142
8717,El Paso,TX,601 S MESA HILLS DR 1531,31.8182202,-106.5340789,9,481410011142
8718,El Paso,TX,601 S MESA HILLS DR 1534,31.8182202,-106.5340789,9,481410011142
8719,El Paso,TX,601 S MESA HILLS DR 226,31.8182202,-106.5340789,9,481410011142
8720,El Paso,TX,601 S MESA HILLS DR 226 2,31.8182202,-106.5340789,9,481410011142
8721,El Paso,TX,601 S MESA HILLS DR 233,31.8182202,-106.5340789,9,481410011142
8722,El Paso,TX,601 S MESA HILLS DR 235,31.8182202,-106.5340789,9,481410011142
8723,El Paso,TX,601 S MESA HILLS DR 2416,31.8182202,-106.5340789,9,481410011142
8724,El Paso,TX,601 S MESA HILLS DR 317 3,31.8182202,-106.5340789,9,481410011142
8725,El Paso,TX,601 S MESA HILLS DR 323 3,31.8182202,-106.5340789,9,481410011142
8726,El Paso,TX,601 S MESA HILLS DR 525,31.8182202,-106.5340789,9,481410011142
8727,El Paso,TX,601 S MESA HILLS DR 538,31.8182202,-106.5340789,9,481410011142
8728,El Paso,TX,601 S MESA HILLS DR 613 6,31.8182202,-106.5340789,9,481410011142
8729,El Paso,TX,601 S MESA HILLS DR 625,31.8182202,-106.5340789,9,481410011142
8730,El Paso,TX,601 S MESA HILLS DR 827,31.8182202,-106.5340789,9,481410011142
8731,El Paso,TX,601 S MESA HILLS DR 923,31.8182202,-106.5340789,9,481410011142
8732,El Paso,TX,601 S PIEDRAS ST 1,31.7678949,-106.4615401,7,481410028001
8733,El Paso,TX,601 S ST VRAIN ST 12,31.7556581,-106.478533,9,481410020003
8734,El Paso,TX,601 W YANDELL DR 24,31.7629448,-106.4948406,9,481410016003
8735,El Paso,TX,601 W YANDELL DR 4,31.7629448,-106.4948406,9,481410016003
8736,El Paso,TX,601 W YANDELL DR 6,31.7629448,-106.4948406,9,481410016003
8737,El Paso,TX,601 W YANDELL DR 7,31.7629448,-106.4948406,9,481410016003
8738,El Paso,TX,602   LAFAYETTE DR   7,31.7321249,-106.3478392,9,481410041053
8739,El Paso,TX,602 S FLORENCE ST 13,31.754457,-106.481271,9,481410019001
8740,El Paso,TX,602 S FLORENCE ST 20,31.754457,-106.481271,9,481410019001
8741,El Paso,TX,602 S FLORENCE ST 22,31.754457,-106.481271,9,481410019001
8742,El Paso,TX,602 S FLORENCE ST 3,31.754457,-106.481271,9,481410019001
8743,El Paso,TX,6020   DONIPHAN DR B 4,31.8750698,-106.5920622,9,481410102161
8744,El Paso,TX,6020   DONIPHAN DR C11,31.8750698,-106.5920622,9,481410102161
8745,El Paso,TX,6022   CAPROCK CT 1003,31.833498,-106.528119,9,481410011131
8746,El Paso,TX,6022   CAPROCK CT 1304,31.833498,-106.528119,9,481410011131
8747,El Paso,TX,6022   CAPROCK CT 1306 13,31.833498,-106.528119,9,481410011131
8748,El Paso,TX,6022   CAPROCK CT 1307 13,31.833498,-106.528119,9,481410011131
8749,El Paso,TX,6022   CAPROCK CT 1403,31.833498,-106.528119,9,481410011131
8750,El Paso,TX,6022   CAPROCK CT 1406,31.833498,-106.528119,9,481410011131
8751,El Paso,TX,6022   CAPROCK CT 203 2,31.833498,-106.528119,9,481410011131
8752,El Paso,TX,6022   CAPROCK CT 205 2,31.833498,-106.528119,9,481410011131
8753,El Paso,TX,6022   CAPROCK CT 2508,31.833498,-106.528119,9,481410011131
8754,El Paso,TX,6022   CAPROCK CT 2916 29,31.833498,-106.528119,9,481410011131
8755,El Paso,TX,6022   CAPROCK CT 301,31.833498,-106.528119,9,481410011131
8756,El Paso,TX,6022   CAPROCK CT 302 3,31.833498,-106.528119,9,481410011131
8757,El Paso,TX,6022   CAPROCK CT 602,31.833498,-106.528119,9,481410011131
8758,El Paso,TX,6022   CAPROCK CT 605,31.833498,-106.528119,9,481410011131
8759,El Paso,TX,6022   CAPROCK CT 606,31.833498,-106.528119,9,481410011131
8760,El Paso,TX,6022   CAPROCK CT 701,31.833498,-106.528119,9,481410011131
8761,El Paso,TX,6022   CAPROCK CT 804 8,31.833498,-106.528119,9,481410011131
8762,El Paso,TX,6028   SURETY DR 100,31.7800473,-106.4124242,9,481410034021
8763,El Paso,TX,6029   DYER ST 6,31.8326784,-106.4457174,9,481410006003
8764,El Paso,TX,603   OCTAVIA ST 603,31.7669544,-106.4819974,7,481410022025
8765,El Paso,TX,603 N LUNA ST,31.7799024,-106.4541837,9,481410026004
8766,El Paso,TX,603 S OCHOA ST REAR,0.0,0.0,0,
8767,El Paso,TX,6030   GATEWAY EAST BLVD 419,31.7807334,-106.4126607,9,481410034021
8768,El Paso,TX,6031   DEER AVE B,31.907014,-106.3992646,9,481410002072
8769,El Paso,TX,6032   CAPROCK CT   19,31.8338843,-106.5281964,9,481410011131
8770,El Paso,TX,6032   CAPROCK CT   1903,31.8338843,-106.5281964,9,481410011131
8771,El Paso,TX,6032   CAPROCK CT 1303,31.8338843,-106.5281964,9,481410011131
8772,El Paso,TX,6032   CAPROCK CT 16 29,31.8338843,-106.5281964,9,481410011131
8773,El Paso,TX,6032   CAPROCK CT 1602,31.8338843,-106.5281964,9,481410011131
8774,El Paso,TX,6032   CAPROCK CT 1702 17,31.8338843,-106.5281964,9,481410011131
8775,El Paso,TX,6032   CAPROCK CT 1707,31.8338843,-106.5281964,9,481410011131
8776,El Paso,TX,6032   CAPROCK CT 1707 17,31.8338843,-106.5281964,9,481410011131
8777,El Paso,TX,6032   CAPROCK CT 1902 19,31.8338843,-106.5281964,9,481410011131
8778,El Paso,TX,6032   CAPROCK CT 1903 19,31.8338843,-106.5281964,9,481410011131
8779,El Paso,TX,6032   CAPROCK CT 2102 21,31.8338843,-106.5281964,9,481410011131
8780,El Paso,TX,6032   CAPROCK CT 2104 21,31.8338843,-106.5281964,9,481410011131
8781,El Paso,TX,6032   CAPROCK CT 2207,31.8338843,-106.5281964,9,481410011131
8782,El Paso,TX,6032   CAPROCK CT 2208,31.8338843,-106.5281964,9,481410011131
8783,El Paso,TX,6032   CAPROCK CT 2304,31.8338843,-106.5281964,9,481410011131
8784,El Paso,TX,6032   CAPROCK CT 2407,31.8338843,-106.5281964,9,481410011131
8785,El Paso,TX,6032   CAPROCK CT 2502,31.8338843,-106.5281964,9,481410011131
8786,El Paso,TX,6032   CAPROCK CT 2908,31.8338843,-106.5281964,9,481410011131
8787,El Paso,TX,6032   CAPROCK CT 2910 29,31.8338843,-106.5281964,9,481410011131
8788,El Paso,TX,6032   CAPROCK CT 2913 29,31.8338843,-106.5281964,9,481410011131
8789,El Paso,TX,6032   CAPROCK CT 2914 29,31.8338843,-106.5281964,9,481410011131
8790,El Paso,TX,6032   CAPROCK CT 3008,31.8338843,-106.5281964,9,481410011131
8791,El Paso,TX,6032   CAPROCK CT 708,31.8338843,-106.5281964,9,481410011131
8792,El Paso,TX,6032   CAPROCK CT 801 8,31.8338843,-106.5281964,9,481410011131
8793,El Paso,TX,6032   CAPROCK CT N69,31.8338843,-106.5281964,9,481410011131
8794,El Paso,TX,6033   DYER ST 23,31.83270229999999,-106.4456261,7,481410006003
8795,El Paso,TX,6036   QUAIL AVE A,31.754555,-106.2740332,7,481410103362
8796,El Paso,TX,604 E NINTH AVE 2,31.7502421,-106.4810589,7,481410019003
8797,El Paso,TX,6041   VALLEY DR,31.8739819,-106.6310415,9,481410102191
8798,El Paso,TX,6044   GATEWAY EAST BLVD 900,31.7807811,-106.4119706,9,481410034021
8799,El Paso,TX,605   ENCINO DR,31.7586651,-106.4272215,9,481410031003
8800,El Paso,TX,605   LAFAYETTE DR 4,31.7326207,-106.3481037,9,481410041053
8801,El Paso,TX,605   OCTAVIA ST 4,31.7670756,-106.4821158,9,481410022025
8802,El Paso,TX,6051 S DESERT BLVD,31.8770196,-106.5809805,7,481410102161
8803,El Paso,TX,6056   DONA BEATRIZ LN,31.8720002,-106.6287389,9,481410102191
8804,El Paso,TX,6058   ALAMEDA AVE 4,31.7657321,-106.4146649,7,481410036013
8805,El Paso,TX,606   WHITE CLIFFS DR D,31.84946669999999,-106.553136,9,481410011121
8806,El Paso,TX,6061   DONIPHAN DR 164,31.874498,-106.5925856,7,481410102161
8807,El Paso,TX,6065   MONTANA AVE 1 B,31.7859357,-106.4142373,9,481410034021
8808,El Paso,TX,6065   MONTANA AVE A5,31.7859357,-106.4142373,9,481410034021
8809,El Paso,TX,6065   MONTANA AVE C,31.7859357,-106.4142373,9,481410034021
8810,El Paso,TX,607 E RIO GRANDE AVE 2,31.7672918,-106.4886507,9,481410022023
8811,El Paso,TX,6070   GATEWAY EAST BLVD 312,31.780197,-106.4108205,9,481410034021
8812,El Paso,TX,608   OLSON ST A,31.77926029999999,-106.4271065,9,481410033003
8813,El Paso,TX,608 S CAMPBELL ST 1A,31.754157,-106.482021,9,481410019001
8814,El Paso,TX,608 S CAMPBELL ST 22 B,31.754157,-106.482021,9,481410019001
8815,El Paso,TX,608 S CAMPBELL ST 25 B,31.754157,-106.482021,9,481410019001
8816,El Paso,TX,608 S CAMPBELL ST 25B,31.754157,-106.482021,9,481410019001
8817,El Paso,TX,6083   DESERT WHISPER CT,31.8754201,-106.5219365,7,481410102131
8818,El Paso,TX,609   OCTAVIA ST 609,31.7670854,-106.4821147,9,481410022025
8819,El Paso,TX,609   WHITE CLIFFS DR A,31.8500544,-106.5534535,7,481410011121
8820,El Paso,TX,609 E RIO GRANDE AVE 6,31.767341,-106.4885241,9,481410022023
8821,El Paso,TX,609 E THIRD AVE 2,31.7557685,-106.4822078,9,481410019001
8822,El Paso,TX,609 S MESA ST 14,31.7535523,-106.4855854,9,481410018001
8823,El Paso,TX,609 S OREGON ST 10,31.7531744,-106.4867638,9,481410018001
8824,El Paso,TX,609 S OREGON ST 22,31.7531744,-106.4867638,9,481410018001
8825,El Paso,TX,609 S OREGON ST 6,31.7531744,-106.4867638,9,481410018001
8826,El Paso,TX,609 S OREGON ST 9,31.7531744,-106.4867638,9,481410018001
8827,El Paso,TX,609 W REDD RD B,31.8604642,-106.5965745,9,481410102193
8828,El Paso,TX,6090   SURETY DR   300,31.7792683,-106.4103145,9,481410034021
8829,El Paso,TX,6099   MONTANA AVE 116,31.786333,-106.412694,9,481410034022
8830,El Paso,TX,6099   MONTANA AVE 138,31.786333,-106.412694,9,481410034022
8831,El Paso,TX,6099   MONTANA AVE 148,31.786333,-106.412694,9,481410034022
8832,El Paso,TX,6099   MONTANA AVE 152,31.786333,-106.412694,9,481410034022
8833,El Paso,TX,6099   MONTANA AVE 168,31.786333,-106.412694,9,481410034022
8834,El Paso,TX,6099   MONTANA AVE 219,31.786333,-106.412694,9,481410034022
8835,El Paso,TX,6099   MONTANA AVE 250,31.786333,-106.412694,9,481410034022
8836,El Paso,TX,6099   MONTANA AVE 265,31.786333,-106.412694,9,481410034022
8837,El Paso,TX,610   PROSPECT ST 10,31.7612232,-106.4965664,9,481410016004
8838,El Paso,TX,610 E REDD RD 105,31.8595775,-106.5630976,9,481410012022
8839,El Paso,TX,610 E REDD RD 106,31.8595775,-106.5630976,9,481410012022
8840,El Paso,TX,610 E REDD RD 109,31.8595775,-106.5630976,9,481410012022
8841,El Paso,TX,610 E REDD RD 212,31.8595775,-106.5630976,9,481410012022
8842,El Paso,TX,610 E REDD RD 214,31.8595775,-106.5630976,9,481410012022
8843,El Paso,TX,610 N LEE TREVINO DR   5,31.7212095,-106.330467,9,481410041033
8844,El Paso,TX,610 N LEE TREVINO DR   791,31.7212095,-106.330467,9,481410041033
8845,El Paso,TX,610 N LEE TREVINO DR   8,31.7212095,-106.330467,9,481410041033
8846,El Paso,TX,610 N LEE TREVINO DR   809,31.7212095,-106.330467,9,481410041033
8847,El Paso,TX,610 N LEE TREVINO DR 106,31.7212095,-106.330467,9,481410041033
8848,El Paso,TX,610 N LEE TREVINO DR 710,31.7212095,-106.330467,9,481410041033
8849,El Paso,TX,610 N LEE TREVINO DR 726 7,31.7212095,-106.330467,9,481410041033
8850,El Paso,TX,610 N LEE TREVINO DR 750,31.7212095,-106.330467,9,481410041033
8851,El Paso,TX,610 N LEE TREVINO DR 757,31.7212095,-106.330467,9,481410041033
8852,El Paso,TX,610 N LEE TREVINO DR 773,31.7212095,-106.330467,9,481410041033
8853,El Paso,TX,610 N LEE TREVINO DR 779,31.7212095,-106.330467,9,481410041033
8854,El Paso,TX,610 N LEE TREVINO DR 780,31.7212095,-106.330467,9,481410041033
8855,El Paso,TX,610 N LEE TREVINO DR 781,31.7212095,-106.330467,9,481410041033
8856,El Paso,TX,610 N LEE TREVINO DR 782,31.7212095,-106.330467,9,481410041033
8857,El Paso,TX,610 N LEE TREVINO DR 785,31.7212095,-106.330467,9,481410041033
8858,El Paso,TX,610 N LEE TREVINO DR 791,31.7212095,-106.330467,9,481410041033
8859,El Paso,TX,610 N LEE TREVINO DR 791 23,31.7212095,-106.330467,9,481410041033
8860,El Paso,TX,610 N LEE TREVINO DR 791 6,31.7212095,-106.330467,9,481410041033
8861,El Paso,TX,610 N LEE TREVINO DR 795,31.7212095,-106.330467,9,481410041033
8862,El Paso,TX,610 N LEE TREVINO DR 795 24,31.7212095,-106.330467,9,481410041033
8863,El Paso,TX,610 N LEE TREVINO DR 800,31.7212095,-106.330467,9,481410041033
8864,El Paso,TX,610 N LEE TREVINO DR 809,31.7212095,-106.330467,9,481410041033
8865,El Paso,TX,610 N LEE TREVINO DR 810 28,31.7212095,-106.330467,9,481410041033
8866,El Paso,TX,610 N LEE TREVINO DR 822 31,31.7212095,-106.330467,9,481410041033
8867,El Paso,TX,610 N LEE TREVINO DR 823 31,31.7212095,-106.330467,9,481410041033
8868,El Paso,TX,610 N LEE TREVINO DR 825,31.7212095,-106.330467,9,481410041033
8869,El Paso,TX,610 N LEE TREVINO DR 836,31.7212095,-106.330467,9,481410041033
8870,El Paso,TX,610 N LEE TREVINO DR OFC,31.7212095,-106.330467,9,481410041033
8871,El Paso,TX,610 N LEE TRVINO,31.7212095,-106.330467,9,481410041033
8872,El Paso,TX,610 S PARK ST 4,31.7559087,-106.4749368,9,481410020003
8873,El Paso,TX,610 S RAYNOR ST 1,31.7682056,-106.4598435,9,481410028005
8874,El Paso,TX,6100   GATEWAY EAST BLVD 218,31.7805529,-106.4097624,9,481410034021
8875,El Paso,TX,6100   GATEWAY EAST BLVD 220,31.7805529,-106.4097624,9,481410034021
8876,El Paso,TX,6100   GATEWAY EAST BLVD 418,31.7805529,-106.4097624,9,481410034021
8877,El Paso,TX,6100   GATEWAY EAST BLVD 508,31.7805529,-106.4097624,9,481410034021
8878,El Paso,TX,6100   GATEWAY EAST BLVD 727,31.7805529,-106.4097624,9,481410034021
8879,El Paso,TX,6100   GATEWAY EAST BLVD 811,31.7805529,-106.4097624,9,481410034021
